pham_vi_fit,feature_index,transformed_feature_name,feature_goc,metadata_attribute_type
train_fit,139,main_category_ohe_security_and_services,main_category,binary
train_fit,140,main_category_ohe___unknown,main_category,binary
train_full,0,item_count_filled,item_count,numeric
train_full,1,product_count_filled,product_count,numeric
train_full,2,seller_count_filled,seller_count,numeric
train_full,3,total_price_filled,total_price,numeric
train_full,4,total_freight_filled,total_freight,numeric
train_full,5,average_item_price_filled,average_item_price,numeric
train_full,6,total_weight_g_filled,total_weight_g,numeric
train_full,7,total_volume_cm3_filled,total_volume_cm3,numeric
train_full,8,freight_ratio_filled,freight_ratio,numeric
train_full,9,purchase_year_filled,purchase_year,numeric
train_full,10,purchase_month_filled,purchase_month,numeric
train_full,11,purchase_day_of_week_filled,purchase_day_of_week,numeric
train_full,12,purchase_hour_filled,purchase_hour,numeric
train_full,13,estimated_delivery_days_filled,estimated_delivery_days,numeric
train_full,14,customer_seller_same_state_filled,customer_seller_same_state,numeric
train_full,15,customer_state_ohe_SP,customer_state,binary
train_full,16,customer_state_ohe_RJ,customer_state,binary
train_full,17,customer_state_ohe_MG,customer_state,binary
train_full,18,customer_state_ohe_RS,customer_state,binary
train_full,19,customer_state_ohe_PR,customer_state,binary
train_full,20,customer_state_ohe_SC,customer_state,binary
train_full,21,customer_state_ohe_BA,customer_state,binary
train_full,22,customer_state_ohe_DF,customer_state,binary
train_full,23,customer_state_ohe_ES,customer_state,binary
train_full,24,customer_state_ohe_GO,customer_state,binary
train_full,25,customer_state_ohe_PE,customer_state,binary
train_full,26,customer_state_ohe_CE,customer_state,binary
train_full,27,customer_state_ohe_PA,customer_state,binary
train_full,28,customer_state_ohe_MT,customer_state,binary
train_full,29,customer_state_ohe_MA,customer_state,binary
train_full,30,customer_state_ohe_MS,customer_state,binary
train_full,31,customer_state_ohe_PB,customer_state,binary
train_full,32,customer_state_ohe_PI,customer_state,binary
train_full,33,customer_state_ohe_RN,customer_state,binary
train_full,34,customer_state_ohe_AL,customer_state,binary
train_full,35,customer_state_ohe_SE,customer_state,binary
train_full,36,customer_state_ohe_TO,customer_state,binary
train_full,37,customer_state_ohe_RO,customer_state,binary
train_full,38,customer_state_ohe_AM,customer_state,binary
train_full,39,customer_state_ohe_AC,customer_state,binary
train_full,40,customer_state_ohe_AP,customer_state,binary
train_full,41,customer_state_ohe_RR,customer_state,binary
train_full,42,customer_state_ohe___unknown,customer_state,binary
train_full,43,main_seller_state_ohe_SP,main_seller_state,binary
train_full,44,main_seller_state_ohe_MG,main_seller_state,binary
train_full,45,main_seller_state_ohe_PR,main_seller_state,binary
train_full,46,main_seller_state_ohe_RJ,main_seller_state,binary
train_full,47,main_seller_state_ohe_SC,main_seller_state,binary
train_full,48,main_seller_state_ohe_RS,main_seller_state,binary
train_full,49,main_seller_state_ohe_DF,main_seller_state,binary
train_full,50,main_seller_state_ohe_BA,main_seller_state,binary
train_full,51,main_seller_state_ohe_GO,main_seller_state,binary
train_full,52,main_seller_state_ohe_PE,main_seller_state,binary
train_full,53,main_seller_state_ohe_MA,main_seller_state,binary
train_full,54,main_seller_state_ohe_ES,main_seller_state,binary
train_full,55,main_seller_state_ohe_MT,main_seller_state,binary
train_full,56,main_seller_state_ohe_CE,main_seller_state,binary
train_full,57,main_seller_state_ohe_MS,main_seller_state,binary
train_full,58,main_seller_state_ohe_RN,main_seller_state,binary
train_full,59,main_seller_state_ohe_PB,main_seller_state,binary
train_full,60,main_seller_state_ohe_RO,main_seller_state,binary
train_full,61,main_seller_state_ohe_PI,main_seller_state,binary
train_full,62,main_seller_state_ohe_PA,main_seller_state,binary
train_full,63,main_seller_state_ohe_SE,main_seller_state,binary
train_full,64,main_seller_state_ohe_AM,main_seller_state,binary
train_full,65,main_seller_state_ohe___unknown,main_seller_state,binary
train_full,66,main_category_ohe_bed_bath_table,main_category,binary
train_full,67,main_category_ohe_health_beauty,main_category,binary
train_full,68,main_category_ohe_sports_leisure,main_category,binary
train_full,69,main_category_ohe_computers_accessories,main_category,binary
train_full,70,main_category_ohe_furniture_decor,main_category,binary
train_full,71,main_category_ohe_housewares,main_category,binary
train_full,72,main_category_ohe_watches_gifts,main_category,binary
train_full,73,main_category_ohe_telephony,main_category,binary
train_full,74,main_category_ohe_auto,main_category,binary
train_full,75,main_category_ohe_toys,main_category,binary
train_full,76,main_category_ohe_cool_stuff,main_category,binary
train_full,77,main_category_ohe_garden_tools,main_category,binary
train_full,78,main_category_ohe_perfumery,main_category,binary
train_full,79,main_category_ohe_baby,main_category,binary
train_full,80,main_category_ohe_electronics,main_category,binary
train_full,81,main_category_ohe_stationery,main_category,binary
train_full,82,main_category_ohe_fashion_bags_accessories,main_category,binary
train_full,83,main_category_ohe_pet_shop,main_category,binary
train_full,84,main_category_ohe_khong_xac_dinh,main_category,binary
train_full,85,main_category_ohe_office_furniture,main_category,binary
train_full,86,main_category_ohe_luggage_accessories,main_category,binary
train_full,87,main_category_ohe_consoles_games,main_category,binary
train_full,88,main_category_ohe_home_appliances,main_category,binary
train_full,89,main_category_ohe_construction_tools_construction,main_category,binary
train_full,90,main_category_ohe_musical_instruments,main_category,binary
train_full,91,main_category_ohe_small_appliances,main_category,binary
train_full,92,main_category_ohe_books_general_interest,main_category,binary
train_full,93,main_category_ohe_home_construction,main_category,binary
train_full,94,main_category_ohe_food,main_category,binary
train_full,95,main_category_ohe_furniture_living_room,main_category,binary
train_full,96,main_category_ohe_home_confort,main_category,binary
train_full,97,main_category_ohe_audio,main_category,binary
train_full,98,main_category_ohe_drinks,main_category,binary
train_full,99,main_category_ohe_market_place,main_category,binary
train_full,100,main_category_ohe_books_technical,main_category,binary
train_full,101,main_category_ohe_air_conditioning,main_category,binary
train_full,102,main_category_ohe_kitchen_dining_laundry_garden_furniture,main_category,binary
train_full,103,main_category_ohe_construction_tools_lights,main_category,binary
train_full,104,main_category_ohe_fashion_shoes,main_category,binary
train_full,105,main_category_ohe_industry_commerce_and_business,main_category,binary
train_full,106,main_category_ohe_food_drink,main_category,binary
train_full,107,main_category_ohe_home_appliances_2,main_category,binary
train_full,108,main_category_ohe_fixed_telephony,main_category,binary
train_full,109,main_category_ohe_costruction_tools_garden,main_category,binary
train_full,110,main_category_ohe_art,main_category,binary
train_full,111,main_category_ohe_computers,main_category,binary
train_full,112,main_category_ohe_agro_industry_and_commerce,main_category,binary
train_full,113,main_category_ohe_construction_tools_safety,main_category,binary
train_full,114,main_category_ohe_signaling_and_security,main_category,binary
train_full,115,main_category_ohe_fashion_underwear_beach,main_category,binary
train_full,116,main_category_ohe_christmas_supplies,main_category,binary
train_full,117,main_category_ohe_fashion_male_clothing,main_category,binary
train_full,118,main_category_ohe_costruction_tools_tools,main_category,binary
train_full,119,main_category_ohe_furniture_bedroom,main_category,binary
train_full,120,main_category_ohe_tablets_printing_image,main_category,binary
train_full,121,main_category_ohe_cine_photo,main_category,binary
train_full,122,main_category_ohe_small_appliances_home_oven_and_coffee,main_category,binary
train_full,123,main_category_ohe_dvds_blu_ray,main_category,binary
train_full,124,main_category_ohe_books_imported,main_category,binary
train_full,125,main_category_ohe_party_supplies,main_category,binary
train_full,126,main_category_ohe_furniture_mattress_and_upholstery,main_category,binary
train_full,127,main_category_ohe_music,main_category,binary
train_full,128,main_category_ohe_fashio_female_clothing,main_category,binary
train_full,129,main_category_ohe_flowers,main_category,binary
train_full,130,main_category_ohe_arts_and_craftmanship,main_category,binary
train_full,131,main_category_ohe_fashion_sport,main_category,binary
train_full,132,main_category_ohe_home_comfort_2,main_category,binary
train_full,133,main_category_ohe_diapers_and_hygiene,main_category,binary
train_full,134,main_category_ohe_la_cuisine,main_category,binary
train_full,135,main_category_ohe_portateis_cozinha_e_preparadores_de_alimentos,main_category,binary
train_full,136,main_category_ohe_cds_dvds_musicals,main_category,binary
train_full,137,main_category_ohe_fashion_childrens_clothes,main_category,binary
train_full,138,main_category_ohe_pc_gamer,main_category,binary
train_full,139,main_category_ohe_security_and_services,main_category,binary
train_full,140,main_category_ohe___unknown,main_category,binary
